title,total_clausulae,total_excluded,abbrev_excluded,bracket_excluded,short_excluded,cretic-trochee (-u--x),cretic-trochee 1 res (uuu--x),cretic-trochee 1 res (-uuu-x),cretic-trochee 1 res (-u-uux),double/molossus-cretic pure double-cretic (-u--ux),double/molossus-cretic pure molossus-cretic (----ux),double/molossus-cretic 1 res (uuu--ux),double/molossus-cretic 1 res (-uuu-ux),double/molossus-cretic 1 res (-u-uuux),double/molossus-cretic molossus not chor 1 res (uu---ux),double/molossus-cretic molossus not chor 1 res (--uu-ux),double/molossus-cretic molossus not chor 1 res (---uuux),double/molossus-cretic chor res (-uu--ux),double/molossus-cretic ep res (-u---ux),double trochee (-u-x),double trochee 1 res (uuu-x),double trochee 1 res (-uuux),hypodochmiac (-u-ux),hypodochmiac 1 res (uuu-ux),hypodochmiac 1 res (-uuuux),spondaic (---x),heroic (-uu-x),first paeon (-uux),choriamb trochee (-uu--x),short sequence (uuuuux),total_artistic,misc_clausulae,percent_clausulae
laelius de amicitia,586,35,10,2,23,38.0,14.0,1.0,17.0,53.0,19.0,8.0,27.0,3.0,5.0,3.0,0.0,6.0,8.0,96.0,0.0,3.0,63.0,2.0,6.0,51.0,18.0,101.0,4.0,3.0,549.0,2.0,1.0
lucullus,1161,42,5,17,17,41.0,16.0,8.0,61.0,100.0,38.0,17.0,40.0,11.0,15.0,15.0,6.0,9.0,17.0,168.0,5.0,25.0,139.0,11.0,12.0,91.0,14.0,239.0,6.0,4.0,1108.0,11.0,1.0
orationum depertiarum frr,380,73,20,10,13,18.0,6.0,2.0,11.0,28.0,9.0,5.0,4.0,2.0,3.0,4.0,1.0,4.0,3.0,37.0,2.0,5.0,47.0,2.0,4.0,28.0,12.0,52.0,9.0,2.0,300.0,7.0,1.0
orationum incertarum frr,35,2,0,1,1,1.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,9.0,1.0,0.0,33.0,0.0,1.0
orator,1205,16,2,7,7,56.0,21.0,7.0,73.0,92.0,35.0,19.0,34.0,13.0,3.0,18.0,6.0,11.0,12.0,213.0,2.0,7.0,136.0,14.0,7.0,92.0,14.0,284.0,6.0,4.0,1179.0,10.0,1.0
paradoxa stoicorum,318,27,6,2,9,20.0,3.0,2.0,14.0,20.0,8.0,3.0,6.0,4.0,1.0,2.0,4.0,1.0,2.0,65.0,1.0,2.0,35.0,1.0,3.0,29.0,7.0,50.0,3.0,3.0,289.0,2.0,1.0
philippicae,4185,225,121,8,96,297.0,81.0,21.0,134.0,416.0,140.0,58.0,161.0,37.0,26.0,25.0,24.0,54.0,40.0,546.0,11.0,45.0,523.0,40.0,24.0,410.0,65.0,714.0,25.0,11.0,3928.0,32.0,1.0
philippicae 1,288,14,5,0,9,16.0,3.0,1.0,7.0,36.0,17.0,4.0,8.0,4.0,0.0,1.0,2.0,3.0,1.0,43.0,0.0,2.0,42.0,1.0,2.0,33.0,4.0,41.0,1.0,1.0,273.0,1.0,1.0
philippicae 10,192,15,12,0,3,15.0,1.0,1.0,10.0,23.0,8.0,1.0,6.0,0.0,3.0,3.0,1.0,2.0,0.0,34.0,0.0,1.0,17.0,2.0,0.0,12.0,4.0,30.0,0.0,0.0,174.0,3.0,1.0
philippicae 11,320,15,9,1,5,14.0,5.0,2.0,17.0,28.0,12.0,3.0,10.0,4.0,0.0,1.0,0.0,4.0,2.0,41.0,2.0,2.0,50.0,5.0,0.0,32.0,5.0,63.0,1.0,1.0,304.0,1.0,1.0
philippicae 12,291,17,9,1,7,25.0,2.0,1.0,9.0,25.0,10.0,5.0,10.0,2.0,2.0,1.0,3.0,4.0,1.0,52.0,3.0,1.0,28.0,0.0,0.0,23.0,5.0,57.0,0.0,2.0,271.0,3.0,1.0
philippicae 13,438,21,10,1,10,33.0,7.0,2.0,14.0,45.0,11.0,6.0,20.0,2.0,5.0,2.0,3.0,6.0,6.0,57.0,0.0,7.0,59.0,6.0,3.0,32.0,7.0,77.0,1.0,1.0,412.0,5.0,1.0
philippicae 14,213,4,2,1,1,27.0,3.0,1.0,4.0,22.0,8.0,3.0,14.0,0.0,1.0,1.0,0.0,1.0,1.0,30.0,0.0,1.0,27.0,1.0,0.0,20.0,3.0,41.0,0.0,0.0,209.0,0.0,1.0
philippicae 2,980,40,18,0,22,74.0,32.0,5.0,22.0,86.0,27.0,15.0,43.0,12.0,7.0,2.0,1.0,9.0,8.0,124.0,2.0,8.0,123.0,13.0,10.0,125.0,17.0,150.0,12.0,5.0,932.0,8.0,1.0
philippicae 3,264,15,12,0,3,15.0,7.0,0.0,5.0,25.0,7.0,6.0,13.0,2.0,2.0,3.0,2.0,6.0,3.0,27.0,1.0,3.0,38.0,4.0,1.0,18.0,2.0,58.0,1.0,0.0,249.0,0.0,1.0
philippicae 4,103,7,3,0,4,6.0,1.0,0.0,1.0,13.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,4.0,20.0,1.0,0.0,7.0,0.0,18.0,1.0,0.0,95.0,1.0,1.0
philippicae 5,397,27,11,3,13,17.0,8.0,5.0,20.0,46.0,15.0,8.0,10.0,3.0,1.0,4.0,2.0,10.0,5.0,43.0,2.0,4.0,47.0,3.0,6.0,34.0,6.0,65.0,3.0,1.0,368.0,2.0,1.0
philippicae 6,161,10,3,1,6,15.0,4.0,0.0,5.0,20.0,5.0,1.0,6.0,2.0,1.0,0.0,3.0,3.0,1.0,13.0,1.0,5.0,19.0,0.0,2.0,12.0,0.0,28.0,2.0,0.0,148.0,3.0,1.0
philippicae 7,172,14,7,0,7,15.0,2.0,0.0,5.0,10.0,7.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,3.0,26.0,0.0,2.0,19.0,2.0,0.0,21.0,2.0,34.0,0.0,0.0,157.0,1.0,1.0
philippicae 8,279,17,11,0,6,21.0,6.0,3.0,11.0,26.0,8.0,2.0,9.0,3.0,4.0,4.0,5.0,4.0,7.0,37.0,0.0,5.0,20.0,2.0,0.0,31.0,9.0,38.0,3.0,0.0,258.0,4.0,1.0
philippicae 9,87,9,9,0,0,4.0,0.0,0.0,4.0,11.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,14.0,0.0,0.0,10.0,1.0,14.0,0.0,0.0,78.0,0.0,1.0
philosophicorum librorum frr,53,1,1,0,0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,2.0,7.0,0.0,1.0,7.0,1.0,8.0,0.0,0.0,51.0,1.0,1.0
post reditum ad populum,107,5,1,3,1,13.0,5.0,0.0,3.0,16.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,19.0,0.0,1.0,11.0,1.0,5.0,2.0,0.0,101.0,1.0,1.0
post reditum in senatu,182,10,6,1,3,16.0,5.0,0.0,2.0,25.0,12.0,7.0,8.0,1.0,2.0,2.0,0.0,2.0,4.0,14.0,0.0,1.0,39.0,3.0,2.0,15.0,3.0,9.0,0.0,0.0,172.0,0.0,1.0
pro archia,144,12,4,2,6,9.0,2.0,0.0,4.0,15.0,4.0,1.0,8.0,2.0,1.0,0.0,0.0,2.0,2.0,10.0,0.0,1.0,35.0,3.0,1.0,14.0,1.0,15.0,0.0,1.0,131.0,1.0,1.0
pro balbo,348,26,9,7,8,27.0,13.0,1.0,4.0,50.0,8.0,4.0,12.0,4.0,1.0,2.0,2.0,4.0,1.0,25.0,1.0,5.0,89.0,0.0,5.0,28.0,2.0,33.0,0.0,0.0,321.0,1.0,1.0
pro caecina,643,38,8,8,22,34.0,6.0,4.0,22.0,71.0,26.0,6.0,23.0,6.0,8.0,9.0,3.0,7.0,8.0,70.0,3.0,12.0,99.0,6.0,5.0,55.0,12.0,93.0,5.0,1.0,594.0,11.0,1.0
pro caelio,527,13,6,2,5,44.0,8.0,3.0,14.0,64.0,9.0,5.0,26.0,4.0,5.0,5.0,4.0,1.0,5.0,47.0,3.0,7.0,107.0,6.0,3.0,57.0,7.0,72.0,2.0,4.0,512.0,2.0,1.0
pro cluentio,1246,47,21,7,19,57.0,20.0,11.0,45.0,174.0,51.0,19.0,49.0,19.0,8.0,11.0,8.0,18.0,15.0,124.0,2.0,6.0,224.0,5.0,18.0,110.0,15.0,166.0,4.0,9.0,1188.0,11.0,1.0
pro flacco,841,68,16,10,27,63.0,18.0,5.0,21.0,67.0,20.0,12.0,32.0,5.0,5.0,7.0,3.0,7.0,5.0,81.0,2.0,11.0,159.0,6.0,7.0,89.0,18.0,115.0,2.0,3.0,763.0,10.0,1.0
pro fonteio,273,54,14,8,8,17.0,5.0,0.0,6.0,30.0,7.0,5.0,14.0,1.0,2.0,2.0,1.0,4.0,1.0,29.0,0.0,1.0,34.0,0.0,3.0,25.0,5.0,23.0,1.0,1.0,217.0,2.0,1.0
pro lege manilia,298,14,5,1,8,20.0,5.0,0.0,5.0,59.0,11.0,6.0,25.0,4.0,1.0,4.0,0.0,3.0,4.0,20.0,0.0,1.0,62.0,2.0,1.0,28.0,3.0,17.0,2.0,0.0,283.0,1.0,1.0
pro ligario,257,7,3,0,4,15.0,5.0,2.0,5.0,20.0,8.0,3.0,14.0,1.0,2.0,3.0,2.0,5.0,1.0,38.0,0.0,3.0,38.0,2.0,0.0,29.0,5.0,44.0,1.0,2.0,248.0,2.0,1.0
pro marcello,150,5,4,0,1,12.0,6.0,1.0,9.0,10.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,31.0,0.0,0.0,22.0,0.0,0.0,17.0,1.0,25.0,0.0,0.0,145.0,0.0,1.0
pro milone,639,41,13,1,27,28.0,10.0,3.0,18.0,62.0,22.0,3.0,23.0,6.0,4.0,6.0,0.0,9.0,9.0,89.0,2.0,5.0,122.0,7.0,3.0,39.0,9.0,103.0,4.0,1.0,587.0,11.0,1.0
pro murena,657,49,21,9,19,50.0,18.0,2.0,25.0,63.0,14.0,12.0,29.0,11.0,2.0,2.0,2.0,6.0,7.0,81.0,2.0,5.0,93.0,4.0,6.0,53.0,15.0,97.0,2.0,3.0,604.0,4.0,1.0
pro plancio,669,29,10,5,14,77.0,12.0,2.0,8.0,64.0,15.0,8.0,31.0,8.0,5.0,8.0,3.0,7.0,3.0,64.0,0.0,7.0,130.0,4.0,11.0,77.0,10.0,75.0,2.0,1.0,632.0,8.0,1.0
pro quinctio,670,83,30,4,35,30.0,8.0,5.0,19.0,47.0,32.0,10.0,10.0,15.0,9.0,9.0,2.0,9.0,12.0,68.0,2.0,5.0,88.0,5.0,6.0,54.0,14.0,118.0,3.0,2.0,582.0,5.0,1.0
pro rabirio perduellionis reo,174,25,11,5,4,13.0,6.0,1.0,4.0,23.0,7.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,1.0,25.0,1.0,1.0,16.0,1.0,23.0,1.0,0.0,145.0,4.0,1.0
pro rabirio postumo,302,26,3,11,12,21.0,3.0,0.0,7.0,24.0,14.0,9.0,6.0,2.0,2.0,5.0,2.0,3.0,3.0,35.0,2.0,2.0,34.0,0.0,4.0,23.0,8.0,61.0,2.0,3.0,275.0,1.0,1.0
pro rege deiotaro,255,8,3,1,4,13.0,4.0,0.0,5.0,30.0,6.0,3.0,11.0,2.0,1.0,0.0,2.0,2.0,6.0,35.0,1.0,3.0,35.0,1.0,1.0,28.0,3.0,52.0,0.0,1.0,245.0,2.0,1.0
pro roscio amerino,901,91,43,9,27,47.0,16.0,8.0,31.0,54.0,31.0,22.0,22.0,13.0,7.0,6.0,4.0,11.0,6.0,99.0,7.0,13.0,124.0,6.0,10.0,67.0,22.0,149.0,9.0,7.0,791.0,19.0,1.0
pro roscio comoedo,489,61,11,6,40,30.0,8.0,4.0,11.0,39.0,21.0,3.0,11.0,6.0,8.0,3.0,9.0,10.0,17.0,31.0,7.0,15.0,42.0,4.0,9.0,62.0,15.0,45.0,6.0,1.0,417.0,11.0,1.0
pro scauro,220,38,7,1,8,16.0,4.0,1.0,3.0,27.0,9.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,2.0,15.0,0.0,1.0,34.0,0.0,1.0,22.0,7.0,20.0,0.0,2.0,178.0,4.0,1.0
pro sestio,909,35,11,11,13,71.0,13.0,1.0,19.0,128.0,38.0,11.0,37.0,9.0,12.0,4.0,3.0,12.0,19.0,75.0,0.0,9.0,165.0,4.0,5.0,104.0,13.0,98.0,9.0,3.0,862.0,12.0,1.0
pro sulla,524,25,8,2,15,37.0,4.0,2.0,8.0,80.0,22.0,5.0,24.0,7.0,3.0,4.0,1.0,6.0,7.0,61.0,2.0,5.0,89.0,6.0,6.0,39.0,10.0,65.0,2.0,1.0,496.0,3.0,1.0
pro tullio,301,88,22,4,12,13.0,2.0,3.0,10.0,8.0,10.0,4.0,4.0,1.0,2.0,2.0,0.0,2.0,4.0,30.0,1.0,2.0,25.0,2.0,6.0,22.0,16.0,39.0,2.0,1.0,211.0,2.0,1.0
rhetorica ad herennium,2572,130,4,15,103,151.0,34.0,29.0,90.0,177.0,116.0,40.0,51.0,28.0,30.0,33.0,24.0,46.0,72.0,189.0,14.0,54.0,541.0,30.0,38.0,276.0,75.0,222.0,25.0,15.0,2400.0,42.0,1.0
timaeus,191,1,0,2,0,7.0,5.0,1.0,9.0,17.0,4.0,3.0,9.0,0.0,0.0,2.0,1.0,4.0,1.0,34.0,0.0,1.0,32.0,2.0,1.0,14.0,1.0,38.0,0.0,0.0,186.0,4.0,1.0
topica,573,14,1,0,11,29.0,8.0,3.0,13.0,27.0,22.0,6.0,11.0,6.0,4.0,3.0,5.0,8.0,8.0,111.0,6.0,4.0,72.0,5.0,7.0,54.0,19.0,110.0,7.0,5.0,553.0,6.0,1.0
tusculanae disputationes,3381,173,7,23,90,183.0,40.0,18.0,134.0,259.0,98.0,41.0,127.0,36.0,21.0,36.0,20.0,25.0,47.0,493.0,9.0,39.0,417.0,26.0,37.0,274.0,77.0,646.0,36.0,15.0,3154.0,54.0,1.0
